炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C, 连铸正样Mn ,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂
7A06544             ,低合金    ,HRB400B    ,1683,0.00049,,0.00031,,0.002,76550,0.0024,0.0132,0.0003,0.00021,0.0034,0.472,0.0024,0.006,0.014,0,0.032,0.0038,0.0016,0,0,0,0,0,0,0,4,0,0,38,25,0,0,0,0,0,85,0,1470,88,0
7A06543             ,低合金    ,HRB400B    ,1672,0.00043,,0.00032,,0.003,75400,0.0024,0.0136,0.00037,0.00034,0.0039,0.479,0.0023,0.006,0.015,0,0.032,0.005,0.0027,0,0,0,0,0,0,0,0,0,0,47,50,0,0,0,0,0,85,0,1450,132,0
7A06542             ,低合金    ,HRB400B    ,1671,0.00066,,0.00033,,0.002,72550,0.0023,0.0131,0.00033,0.00036,0.0037,0.462,0.0025,0.007,0.017,0,0.033,0.0048,0.0026,0,0,0,0,0,0,0,0,0,0,47,25,0,0,0,0,0,68,0,1450,132,0
7A06541             ,低合金    ,HRB400B    ,1671,0.00069,,0.0003,,0.002,72650,0.0024,0.013,0.00033,0.00031,0.0036,0.47,0.0026,0.007,0.016,0,0.032,0.0041,0.0018,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,58,0,1450,132,20
7A06540             ,低合金    ,HRB400B    ,1666,0.00091,,0.00027,,0.002,72700,0.0024,0.013,0.00036,0.00021,0.0037,0.47,0.0023,0.008,0.018,0,0.034,0.0045,0.0023,0.0002,0,0,0,0,0,0,0,0,0,48,25,0,0,0,0,0,51,0,1450,132,0
7A06539             ,低合金    ,HRB400B    ,1661,0.001,,0.00022,,0.002,71600,0.0024,0.0137,0.00034,0.00024,0.0042,0.482,0.0025,0.008,0.016,0,0.032,0.0044,0.0021,0,0,0,0,0,0,0,31,0,0,0,0,50,0,0,0,20,51,0,1500,132,0
7A06538             ,低合金    ,HRB400B    ,1677,0.00035,,0.00034,,0.002,74800,0.0024,0.0134,0.00038,0.00027,0.004,0.477,0.0027,0.009,0.019,0,0.033,0.0045,0.0022,0,0,0,0,0,0,0,30,0,0,0,0,75,0,0,0,20,90,0,1450,132,0
7A06537             ,低合金    ,HRB400B    ,1662,0.00044,,0.00037,,0.002,74650,0.0023,0.0136,0.00039,0.00022,0.0044,0.469,0.0024,0.007,0.016,0,0.031,0.0038,0.0016,0.0003,0,0,0,0,0,0,30,0,0,0,0,75,0,0,0,20,85,0,1500,0,0
7A06536             ,低合金    ,HRB400B    ,1691,0.00073,,0.00034,,0.002,64200,0.0024,0.0138,0.00036,0.00027,0.0041,0.482,0.0023,0.006,0.013,0,0.032,0.0045,0.0023,0,0,0,0,0,0,0,30,0,0,0,0,50,0,0,0,0,60,0,1450,132,0
7A06535             ,低合金    ,HRB400B    ,1682,0.00101,,0.00027,,0.002,72300,0.0025,0.0139,0.00036,0.00021,0.0043,0.494,0.0022,0.007,0.019,0,0.033,0.0056,0.0034,0.0001,0,0,0,0,0,0,30,0,0,0,0,25,0,0,0,0,44,0,1470,132,0
7A06534             ,低合金    ,HRB400B    ,1681,0.00058,,0.00035,,0.002,70250,0.0024,0.0135,0.00036,0.00027,0.0039,0.479,0.0026,0.007,0.018,0,0.034,0.0039,0.0017,0.0002,0,0,0,0,0,0,31,0,0,0,50,0,0,0,0,0,75,0,1480,132,0
7A06533             ,低合金    ,HRB400B    ,1679,0.00052,,0.00042,,0.002,73150,0.0023,0.013,0.0004,0.00029,0.0037,0.459,0.0022,0.006,0.014,0,0.033,0.0044,0.0021,0.0005,0,0,0,0,0,0,32,0,0,0,50,0,0,0,0,0,78,0,1500,132,0
7A06532             ,低合金    ,HRB400B    ,1677,0.00032,,0.00031,,0.002,75200,0.0024,0.0129,0.00032,0.00022,0.0035,0.467,0.0017,0.005,0.011,0,0.034,0.0036,0.0014,0.0002,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,95,0,1540,132,0
7A06531             ,低合金    ,HRB400B    ,1668,0.00022,,0.00029,,0.002,76250,0.0023,0.0131,0.00035,0.0003,0.0035,0.46,0.0019,0.007,0.015,0,0.033,0.0043,0.0021,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,92,0,1540,132,0
7A06530             ,低合金    ,HRB400B    ,1725,0.00036,,0.00027,,0.002,73450,0.0023,0.0135,0.00031,0.00028,0.0038,0.468,0.0022,0.006,0.013,0,0.034,0.0056,0.0035,0.0025,0.001,0,0,0,0,0,31,0,0,0,75,0,0,0,0,0,90,0,1540,132,0
7A06529             ,低合金    ,HRB400B    ,1668,0.00054,,0.00036,,0.003,74550,0.0023,0.0134,0.00037,0.00025,0.0037,0.469,0.0028,0.008,0.017,0,0.036,0.0063,0.0039,0.0035,0.002,0,0,0,0,0,11,0,0,31,50,0,0,0,0,0,70,0,1490,132,0
7A06528             ,低合金    ,HRB400B    ,1683,0.00063,,0.00033,,0.002,72350,0.0022,0.0131,0.00035,0.0003,0.0032,0.453,0.0031,0.002,0.016,0,0.033,0.0057,0.0035,0.0053,0.001,0,0,0,0,0,10,0,0,29,50,0,0,0,0,0,80,0,1400,88,0
7A06527             ,低合金    ,HRB400B    ,1674,0.00033,,0.00034,,0.002,71050,0.0022,0.0139,0.00031,0.00032,0.0032,0.466,0.0027,0.007,0.016,0,0.034,0.006,0.0037,0.0048,0.002,0,0,0,0,0,10,0,0,30,50,0,0,0,0,0,98,0,1500,88,0
7A06526             ,低合金    ,HRB400B    ,1644,0.00065,,0.00026,,0.002,72950,0.0023,0.0136,0.00028,0.00024,0.0038,0.472,0.0027,0.008,0.015,0,0.035,0.0063,0.0039,0.0058,0.002,0,0,0,0,0,11,0,0,29,50,0,0,0,0,0,75,0,1410,88,0
7A06525             ,低合金    ,HRB400B    ,1654,0.00065,,0.00032,,0.002,69300,0.0023,0.0135,0.00029,0.00027,0.0037,0.469,0.0024,0.008,0.015,0,0.033,0.0072,0.0045,0.0042,0.002,0,0,0,0,0,11,0,0,29,50,0,0,0,0,0,93,0,1480,88,0
7A06524             ,低合金    ,HRB400B    ,1629,0.0007,,0.00031,,0.002,71350,0.0023,0.0135,0.00036,0.0003,0.0038,0.471,0.0031,0.009,0.016,0,0.035,0.0066,0.0041,0.0068,0.002,0,0,0,0,0,11,0,0,31,25,0,0,0,0,0,75,0,1440,88,0
7A06523             ,低合金    ,HRB400B    ,1672,0.00061,,0.00036,,0.003,67700,0.0022,0.0137,0.00038,0.00029,0.0036,0.465,0.0032,0.01,0.015,0,0.035,0.0063,0.0039,0.0074,0.002,0,0,0,0,0,11,0,0,33,25,0,0,0,0,0,93,0,1560,88,0
7A06522             ,低合金    ,HRB400B    ,1800,0.00067,,0.00033,,0.003,76050,0.0023,0.0129,0.00034,0.00025,0.0034,0.461,0.0026,0.01,0.016,0,0.036,0.0068,0.0042,0.0073,0.002,0,0,0,0,0,12,0,0,34,25,0,0,0,0,0,85,0,1580,88,0
7A06521             ,低合金    ,HRB400B    ,1662,0.00053,,0.00028,,0.003,77000,0.0023,0.0135,0.00031,0.0002,0.0036,0.471,0.0023,0.01,0.016,0,0.037,0.0068,0.0042,0.0074,0.002,0,0,0,0,0,11,0,0,32,50,0,0,0,0,0,85,0,1490,88,0
7A06520             ,低合金    ,HRB400B    ,1688,0.00061,,0.00022,,0.003,70800,0.0023,0.0136,0.00029,0.00026,0.0038,0.472,0.0028,0.009,0.016,0,0.035,0.006,0.0037,0.0049,0.001,0,0,0,0,0,11,0,0,32,50,0,0,0,0,0,75,0,1520,132,0
7A06519             ,低合金    ,HRB400B    ,1662,0.00065,,0.00029,,0.002,73850,0.0023,0.0137,0.00029,0.00025,0.0039,0.475,0.003,0.009,0.017,0,0.036,0.006,0.0038,0.0061,0.002,0,0,0,0,0,11,0,0,30,25,0,0,0,0,0,75,0,1500,132,0
7A06518             ,低合金    ,HRB400B    ,1647,0.00051,,0.00027,,0.002,72300,0.0024,0.0134,0.00033,0.00031,0.0038,0.479,0.0032,0.01,0.018,0,0.037,0.0066,0.0041,0.0054,0.002,0,0,0,0,0,11,0,0,32,50,0,0,0,0,0,85,0,1520,132,0
7A06517             ,低合金    ,HRB400B    ,1667,0.0005,,0.00033,,0.002,71900,0.0022,0.0131,0.00035,0.00026,0.0036,0.454,0.0029,0.009,0.019,0,0.037,0.0062,0.0038,0.0065,0.002,0,0,0,0,0,11,0,0,30,50,0,0,0,0,0,85,0,1520,132,0
7A06516             ,低合金    ,HRB400B    ,1654,0.00073,,0.00031,,0.002,73400,0.0023,0.0136,0.0003,0.00021,0.0037,0.471,0.0026,0.01,0.017,0,0.036,0.0058,0.0036,0.0043,0.001,0,0,0,0,0,11,0,0,32,25,0,0,0,0,0,68,0,1550,132,0
7A06515             ,低合金    ,HRB400B    ,1689,0.00071,,0.00032,,0.002,73100,0.0024,0.0137,0.00028,0.0002,0.0038,0.485,0.0029,0.01,0.022,0,0.036,0.007,0.0044,0.0077,0.002,0,0,0,0,0,10,0,0,32,25,0,0,0,0,0,68,0,1570,132,0
7A06514             ,低合金    ,HRB400B    ,1803,0.00021,,0.00034,,0.002,69250,0.0023,0.0132,0.00034,0.00021,0.0038,0.464,0.002,0.008,0.016,0,0.037,0.0059,0.0037,0.006,0.002,0,0,0,0,0,11,0,0,33,50,0,0,0,0,0,100,0,1600,132,0
7A06513             ,低合金    ,HRB400B    ,1663,0.00094,,0.00033,,0.002,74700,0.0024,0.013,0.00031,0.0002,0.0037,0.471,0.0022,0.007,0.016,0,0.036,0.0054,0.0034,0.0046,0.001,0,0,0,0,0,11,0,0,32,0,0,0,0,0,0,51,0,1451,132,20
7A06512             ,低合金    ,HRB400B    ,1682,0.00094,,0.00029,,0.002,71850,0.0023,0.0132,0.00031,0.00024,0.0038,0.465,0.0026,0.01,0.016,0,0.035,0.0058,0.0036,0.0036,0.001,0,0,0,0,0,11,0,0,32,0,0,0,0,0,0,34,0,1526,132,20
7A06511             ,低合金    ,HRB400B    ,1715,0.00042,,0.00027,,0.002,73300,0.0023,0.0135,0.00028,0.00027,0.0039,0.469,0.0024,0.007,0.017,0,0.036,0.0053,0.0033,0.0021,0.001,0,0,0,0,0,33,0,0,0,75,0,0,0,0,0,85,0,1611,132,0
7A06510             ,低合金    ,HRB400B    ,1651,0.00079,,0.00031,,0.002,73950,0.0023,0.0135,0.00029,0.00021,0.0038,0.468,0.0024,0.006,0.017,0,0.033,0.0057,0.0036,0.002,0.001,0,0,0,0,0,32,0,0,0,0,25,0,0,0,0,51,0,1568,132,0
7A06509             ,低合金    ,HRB400B    ,1680,0.0009,,0.00025,,0.002,74300,0.0022,0.0136,0.00027,0.0003,0.004,0.461,0.0028,0.009,0.018,0,0.033,0.0053,0.0033,0.001,0.001,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,51,0,1569,132,20
7A06508             ,低合金    ,HRB500B    ,1653,0.00062,,0.00026,,0.002,74400,0.0021,0.0143,0.00036,0.00019,0.0046,0.473,0.0025,0.005,0.017,0,0.086,0.0075,0.0047,0.0033,0.0012,0,0,0.0004,0,0,80,0,0,0,0,50,0,0,0,150,102,0,1564,0,0
7A06507             ,低合金    ,HRB400B    ,1652,0.00055,,0.00039,,0.002,74200,0.0024,0.0139,0.00033,0.00031,0.0042,0.484,0.0024,0.006,0.014,0,0.032,0.0062,0.0039,0.0007,0.001,0,0,0,0,0,31,0,0,0,0,50,0,0,0,0,85,0,1518,132,0
7A06506             ,低合金    ,HRB400B    ,1671,0.00067,,0.00026,,0.002,72850,0.0023,0.0134,0.00031,0.00029,0.0043,0.467,0.0026,0.005,0.017,0,0.034,0.0057,0.0035,0.0019,0.001,0,0,0,0,0,31,0,0,0,0,50,0,0,0,0,68,0,1567,132,0
7A06505             ,低合金    ,HRB400B    ,1673,0.00067,,0.00022,,0.002,75050,0.0023,0.0134,0.0003,0.00025,0.0038,0.467,0.0026,0.005,0.019,0,0.035,0.0051,0.0032,0.0016,0.001,0,0,0,0,0,30,0,0,0,0,50,0,0,0,0,68,0,1445,132,0
7A06504             ,低合金    ,HRB400B    ,1684,0.00074,,0.00027,,0.001,71000,0.0022,0.0133,0.00031,0.00027,0.0037,0.456,0.0025,0.007,0.021,0,0.037,0.0078,0.0049,0.0026,0.003,0,0,0,0,0,11,0,0,34,0,50,0,0,0,0,68,0,1512,132,0
7A06503             ,低合金    ,HRB400B    ,1659,0.00063,,0.00032,,0.002,71400,0.0023,0.0135,0.00033,0.00036,0.004,0.472,0.0033,0.009,0.02,0,0.037,0.006,0.0038,0.0045,0.001,0,0,0,0,0,12,0,0,34,0,50,0,0,0,0,68,0,1625,132,0
7A06502             ,低合金    ,HRB400B    ,1676,0.0011,,0.00023,,0.002,78800,0.0023,0.0134,0.00031,0.00027,0.0038,0.468,0.0025,0.007,0.019,0,0.036,0.0053,0.0033,0.0019,0.001,0,0,0,47,0,0,0,0,0,0,25,0,0,0,0,34,0,1560,132,0
7A06501             ,低合金    ,HRB400B    ,1647,0.00073,,0.00031,,0.002,77850,0.0023,0.0133,0.00031,0.00023,0.0038,0.466,0.0026,0.008,0.018,0,0.035,0.0056,0.0035,0.0022,0.001,0,0,0,48,0,0,0,0,0,0,50,0,0,0,0,68,0,1570,132,0
7A06500             ,低合金    ,HRB400B    ,1683,0.0007,,0.00022,,0.002,120050,0.0024,0.0139,0.00028,0.00029,0.0041,0.487,0.0028,0.007,0.019,0,0.036,0.0054,0.0034,0.0031,0.001,0,0,0,46,0,0,0,0,0,0,50,0,0,0,0,68,0,1549,132,0
7A06499             ,低合金    ,HRB400B    ,1647,0.00108,,0.00028,,0.002,73450,0.0023,0.0128,0.00032,0.00025,0.0033,0.458,0.0027,0.008,0.02,0,0.035,0.0057,0.0035,0.0029,0.001,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,34,0,1431,88,20
7A06498             ,低合金    ,HRB500B    ,1641,0.00045,,0.00038,,0.002,67850,0.0022,0.014,0.00037,0.00027,0.0049,0.478,0.0025,0.005,0.017,0,0.086,0.0064,0.004,0.004,0.0013,0,0,0.0005,0,0,79,0,0,0,0,50,0,0,0,180,102,0,1549,0,0
7A06497             ,低合金    ,HRB500B    ,1671,0.00043,,0.0003,,0.001,71700,0.0023,0.0147,0.00034,0.0003,0.0053,0.501,0.003,0.007,0.021,0,0.085,0.0073,0.0046,0.0041,0.0018,0,0,0.0005,0,0,78,0,0,0,0,75,0,0,0,120,119,0,1550,0,0
7A06496             ,低合金    ,HRB500D    ,1662,0.00068,,0.00025,,0.003,72200,0.0022,0.0143,0.00029,0.00022,0.0046,0.482,0.0022,0.005,0.02,0,0.081,0.0053,0.0033,0.0033,0.0015,0,0,0.0005,0,0,77,0,0,0,0,50,0,0,0,120,102,0,1550,0,0
7A06495             ,低合金    ,HRB500D    ,1651,0.00057,,0.00036,,0.003,73200,0.0023,0.014,0.00036,0.00026,0.0045,0.488,0.0026,0.006,0.022,0,0.081,0.0053,0.0033,0.0047,0.0017,0,0,0.0006,0,0,77,0,0,0,0,75,0,0,0,120,119,0,1550,0,0
7A06494             ,低合金    ,HRB500D    ,1645,0.00049,,0.00034,,0.002,71800,0.0023,0.0141,0.00036,0.00024,0.0047,0.49,0.0029,0.006,0.024,0,0.081,0.01,0.0066,0.005,0.0024,0,0,0.0005,0,0,76,0,0,0,0,50,0,0,0,120,110,0,1550,0,0
7A06493             ,低合金    ,HRB500D    ,1682,0.00072,,0.00027,,0.003,71100,0.0022,0.0145,0.0003,0.00026,0.0047,0.487,0.0028,0.007,0.021,0,0.086,0.0057,0.0035,0.0055,0.0018,0,0,0.0005,0,0,79,0,0,0,0,50,0,0,0,120,100,0,1550,0,0
7A06492             ,低合金    ,HRB500D    ,1682,0.00059,,0.00035,,0.003,70100,0.0022,0.014,0.00033,0.00032,0.0043,0.476,0.0033,0.005,0.019,0,0.069,0.0058,0.0036,0.0049,0.002,0,0,0.0005,0,0,67,0,0,0,0,50,0,0,0,120,102,0,1600,0,0
7A06491             ,低合金    ,HRB500D    ,1663,0.0005,,0.00035,,0.003,74600,0.0022,0.0143,0.00033,0.00025,0.0044,0.481,0.0028,0.009,0.024,0,0.071,0.0057,0.0035,0.0064,0.0019,0,0,0.0005,0,0,66,0,0,0,0,75,0,0,0,120,112,0,1550,0,0
7A06490             ,低合金    ,HRB500D    ,0,0.0006,,0.0003,,0.003,71900,0.0022,0.0143,0.0003,0.00025,0.0044,0.478,0.002,0.003,0.014,0,0.073,0.0055,0.0034,0.0016,0.0018,0,0,0.0005,0,0,69,0,0,0,0,50,0,0,0,120,105,0,1550,0,0
7A06489             ,低合金    ,HRB500D    ,1689,0.00065,,0.0004,,0.003,72150,0.0022,0.0142,0.00041,0.0003,0.0044,0.48,0.0026,0.007,0.013,0,0.085,0.006,0.0038,0.0029,0.0021,0,0,0.0005,0,0,78,0,0,0,0,50,0,0,0,140,102,0,1530,0,0
7A06488             ,低合金    ,HRB500B    ,1704,0.00074,,0.00031,,0.002,73650,0.0022,0.0146,0.0003,0.00034,0.0049,0.486,0.0024,0.004,0.011,0,0.085,0.0063,0.0039,0.0025,0.0025,0,0,0.0005,0,0,77,0,0,0,0,50,0,0,0,180,95,0,1520,0,0
7A06487             ,低合金    ,HRB500B    ,1678,0.00069,,0.0003,,0.003,71100,0.0022,0.0147,0.00029,0.0003,0.0048,0.489,0.0026,0.005,0.017,0,0.085,0.0064,0.004,0.0036,0.002,0,0,0.0005,0,0,79,0,0,0,0,50,0,0,0,160,102,0,1570,0,0
7A06486             ,低合金    ,HRB500B    ,1679,0.00046,,0.00025,,0.003,71650,0.0023,0.015,0.00028,0.00029,0.0051,0.504,0.0024,0.004,0.015,0,0.085,0.0055,0.0034,0.0029,0.0019,0,0,0.0005,0,0,77,0,0,0,0,75,0,0,0,190,115,0,1590,0,0
7A06485             ,低合金    ,HRB500B    ,1662,0.00084,,0.00032,,0.003,69350,0.0022,0.015,0.00031,0.0003,0.0052,0.494,0.0024,0.005,0.016,0,0.083,0.0059,0.0037,0.0025,0.0018,0,0,0.0005,0,0,81,0,0,0,0,75,0,0,0,180,119,0,1710,0,0
7A06484             ,低合金    ,HRB500B    ,1800,0.00031,,0.00033,,0.003,73650,0.0021,0.0143,0.00033,0.00028,0.0049,0.472,0.0021,0.006,0.014,0,0.084,0.0066,0.0041,0.0037,0.0015,0,0,0.0006,0,0,81,0,0,0,0,75,0,0,0,180,119,0,1710,0,0
7A06483             ,低合金    ,HRB500B    ,1689,0.001,,0.00024,,0.003,74900,0.0023,0.0149,0.00023,0.00026,0.0053,0.503,0.0024,0.004,0.015,0,0.085,0.0057,0.0036,0.0025,0.0025,0,0,0.0006,0,0,81,0,0,0,0,25,0,0,0,200,90,0,1600,0,0
7A06482             ,低合金    ,HRB500B    ,1666,0.00073,,0.00031,,0.003,71700,0.0022,0.0143,0.0003,0.00024,0.0052,0.482,0.0026,0.005,0.019,0,0.083,0.0066,0.0041,0.0016,0.0023,0,0,0.0005,0,0,81,0,0,0,0,50,0,0,0,190,85,0,1600,0,0
7A06481             ,低合金    ,HRB500B    ,0,0.00075,,0.00023,,0.001,74600,0.0022,0.0146,0.00027,0.00023,0.0051,0.487,0.0025,0.004,0.017,0,0.085,0.0076,0.0047,0.0023,0.0017,0,0,0.0005,0,0,82,0,0,0,0,50,0,0,0,200,85,0,1660,0,0
7A06480             ,低合金    ,HRB500B    ,1640,0.00067,,0.00033,,0.002,73700,0.0021,0.014,0.00033,0.00019,0.0051,0.466,0.0023,0.004,0.016,0,0.082,0.0054,0.0034,0.0017,0.0014,0,0,0.0005,0,0,77,0,0,0,0,50,0,0,0,200,102,0,1540,0,0
7A06479             ,低合金    ,HRB500D    ,1649,0.00068,,0.0003,,0.002,71350,0.0022,0.0143,0.00034,0.00026,0.0049,0.481,0.0024,0.004,0.015,0,0.082,0.0069,0.0043,0.0026,0.0018,0,0,0.0006,0,0,75,0,0,0,0,50,0,0,0,150,85,0,1520,0,0
7A06478             ,低合金    ,HRB500D    ,1649,0.00074,,0.00033,,0.002,70950,0.0023,0.0149,0.00034,0.0003,0.0047,0.502,0.0026,0.003,0.017,0,0.084,0.0385,0.033,0.0032,0.0025,0,0,0.0005,0,0,75,0,0,0,0,50,0,0,0,150,85,0,1540,0,0
7A06477             ,低合金    ,HRB500D    ,1707,0.00076,,0.0003,,0.002,70500,0.0021,0.0145,0.00024,0.00023,0.0049,0.475,0.0022,0.003,0.016,0,0.085,0.0057,0.0035,0.0037,0.0015,0,0,0.0005,0,0,75,0,0,0,0,50,0,0,0,150,85,0,1520,0,0
7A06476             ,低合金    ,HRB500D    ,1674,0.00074,,0.00029,,0.002,69050,0.0022,0.0147,0.00028,0.00027,0.0049,0.49,0.0027,0.005,0.018,0,0.085,0.0076,0.0047,0.0036,0.0019,0,0,0.0005,0,0,75,0,0,0,0,50,0,0,0,160,85,0,1540,0,0
7A06475             ,低合金    ,HRB500D    ,0,0.00075,,0.00025,,0.002,70050,0.0021,0.0141,0.00026,0.0002,0.0046,0.468,0.0022,0.003,0.017,0,0.081,0.0049,0.003,0.0028,0.0013,0,0,0.0005,0,0,77,0,0,0,0,25,0,0,0,160,102,0,1610,0,0
7A06474             ,低合金    ,HRB500D    ,0,0.00101,,0.00025,,0.002,73400,0.0021,0.0145,0.0003,0.00022,0.0052,0.475,0.0024,0.004,0.017,0,0.083,0.0074,0.0046,0.0029,0.0025,0,0,0.0005,0,0,77,0,0,0,0,25,0,0,0,200,68,0,1550,0,0
7A06473             ,低合金    ,HRB500D    ,1659,0.00081,,0.00027,,0.002,71050,0.0021,0.0146,0.00029,0.00024,0.0055,0.477,0.0026,0.003,0.016,0,0.083,0.0055,0.0034,0.0035,0.0023,0,0,0.0005,0,0,78,0,0,0,0,25,0,0,0,0,85,0,1560,0,0
7A06472             ,低合金    ,HRB500D    ,1662,0.00094,,0.00027,,0.002,72700,0.0021,0.0147,0.00028,0.00025,0.0052,0.479,0.0028,0.006,0.018,0,0.08,0.4393,0.3366,0.0043,0.0023,0,0,0.0006,0,0,77,0,0,0,0,25,0,0,0,200,85,0,1560,0,0
7A06471             ,低合金    ,HRB500D    ,1678,0.00071,,0.00031,,0.001,70550,0.0021,0.0144,0.00031,0.00022,0.005,0.474,0.0025,0.007,0.017,0,0.083,0.006,0.0037,0.0044,0.0019,0,0,0.0005,0,0,77,0,0,0,0,50,0,0,0,200,102,0,1610,0,0
7A06470             ,低合金    ,HRB500D    ,1645,0.00071,,0.00029,,0.002,72650,0.0021,0.0146,0.0003,0.00022,0.0052,0.477,0.0026,0.004,0.018,0,0.08,0.0062,0.0039,0.0038,0.0018,0,0,0.0005,0,0,77,0,0,0,0,50,0,0,0,0,102,0,1660,0,0
7A06469             ,低合金    ,HRB500D    ,1643,0.00067,,0.00029,,0.003,73950,0.0021,0.014,0.00033,0.00023,0.0049,0.467,0.0024,0.004,0.016,0,0.081,0.0049,0.0031,0.0026,0.0011,0,0,0.0005,0,0,77,0,0,0,0,50,0,0,0,0,102,0,1600,0,0
7A06468             ,低合金    ,HRB500B    ,1666,0.00072,,0.0003,,0.002,73000,0.0021,0.014,0.00029,0.00021,0.0051,0.468,0.0026,0.004,0.021,0,0.084,0.0048,0.003,0.0031,0.0011,0,0,0.0005,0,0,80,0,0,0,0,25,0,0,0,0,102,0,1620,0,0
7A06467             ,低合金    ,HRB500B    ,1672,0.00038,,0.00024,,0.002,73150,0.0022,0.0152,0.0003,0.00019,0.006,0.499,0.0028,0.009,0.021,0,0.085,0.0067,0.0042,0.007,0.002,0,0,0.0005,0,0,79,0,0,0,0,75,0,0,0,200,119,0,1710,0,0
7A06466             ,低合金    ,HRB500B    ,1617,0.00074,,0.00023,,0.002,73450,0.0022,0.0143,0.00023,0.00019,0.0049,0.484,0.002,0.012,0.023,0,0.088,0.0066,0.0041,0.0064,0.0021,0,0,0.0007,0,0,79,0,0,0,0,75,0,0,0,210,127,0,1680,0,0
7A06465             ,低合金    ,HRB400B    ,1655,0.00082,,0.00033,,0.002,65600,0.0022,0.0132,0.00033,0.0002,0.0037,0.454,0.0022,0.006,0.018,0,0.036,0.0061,0.0038,0.0064,0.002,0,0,0,7,0,0,0,0,40,50,0,0,0,0,0,68,0,1460,88,0
7A06464             ,低合金    ,HRB400B    ,1654,0.00038,,0.0003,,0.001,71000,0.0023,0.0132,0.0003,0.0002,0.0036,0.465,0.002,0.009,0.016,0,0.038,0.0064,0.004,0.0086,0.001,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,102,0,1490,88,0
7A06463             ,低合金    ,HRB400B    ,1660,0.00048,,0.00027,,0.002,71350,0.0023,0.0133,0.00031,0.0003,0.0036,0.467,0.0023,0.007,0.014,0,0.039,0.0082,0.0051,0.0072,0.001,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,90,0,1460,88,0
7A06462             ,低合金    ,HRB400B    ,1662,0.00065,,0.00028,,0.003,71000,0.0022,0.0132,0.00034,0.00026,0.0037,0.456,0.0027,0.009,0.02,0,0.037,0.0069,0.0043,0.0073,0.001,0,0,0,14,0,0,0,0,30,25,0,0,0,0,0,80,0,1500,88,0
7A06461             ,低合金    ,HRB400B    ,1668,0.00057,,0.0002,,0.003,70850,0.0022,0.0134,0.0003,0.00033,0.0038,0.46,0.0031,0.008,0.022,0,0.036,0.0051,0.0032,0.0051,0.001,0,0,0,15,0,0,0,0,30,50,0,0,0,0,0,85,0,1530,88,0
7A06460             ,低合金    ,HRB400B    ,1659,0.00041,,0.00024,,0.002,70100,0.0024,0.0133,0.00029,0.00018,0.0038,0.478,0.0027,0.017,0.027,0,0.034,0.0052,0.0032,0.006,0.002,0,0,0,14,0,0,0,0,30,50,0,0,0,0,0,102,0,1450,88,0
7A06459             ,低合金    ,HRB400B    ,1666,0.00057,,0.00025,,0.002,70300,0.0024,0.0132,0.0003,0.00029,0.0037,0.477,0.0031,0.012,0.025,0,0.035,0.0055,0.0034,0.0053,0.002,0,0,0,14,0,0,0,0,30,50,0,0,0,0,0,85,0,1470,88,0
7A06458             ,低合金    ,HRB400B    ,1645,0.00117,,0.00029,,0.002,70450,0.0022,0.0134,0.00033,0.00018,0.0039,0.459,0.0028,0.012,0.024,0,0.035,0.0566,0.0475,0.0047,0.001,0,0,0,15,0,0,0,0,30,0,0,0,0,0,0,40,0,1530,88,20
7A06457             ,低合金    ,HRB400B    ,1658,0.00034,,0.00026,,0.003,67500,0.0024,0.014,0.00029,0.00028,0.0039,0.489,0.0027,0.01,0.021,0,0.034,0.005,0.0031,0.0049,0.001,0,0,0,15,0,0,0,0,32,50,0,0,0,0,0,110,0,1550,88,0
7A06456             ,低合金    ,HRB400B    ,1802,0.00083,,0.00028,,0.002,74000,0.0023,0.013,0.00031,0.00022,0.0036,0.461,0.0021,0.013,0.022,0,0.036,0.0057,0.0036,0.0052,0.001,0,0,0,15,0,0,0,0,30,0,0,0,0,0,0,68,0,1530,88,20
